canton_id;canton;municipality_id;municipality;registered_voters;cast_ballots;participation_rate;blank_votes;invalid_votes;valid_ballots;yes;no;yes_perc
19;Aargau;4073;Oberlunkhofen;1'487;860;57.8;5;0;855;444;411;51.9
19;Aargau;4074;Oberwil-Lieli;1'772;1'044;58.9;8;0;1'036;624;412;60.2
19;Aargau;4075;Rudolfstetten-Friedlisberg;2'636;1'251;47.5;5;2;1'244;687;557;55.2
19;Aargau;4076;Sarmenstorf;2'003;963;48.1;2;0;961;575;386;59.8
19;Aargau;4077;T„gerig;925;469;50.7;4;0;465;312;153;67.1
19;Aargau;4078;Uezwil;358;161;45;0;0;161;91;70;56.5
19;Aargau;4079;Unterlunkhofen;1'074;521;48.5;2;1;518;287;231;55.4
19;Aargau;4080;Villmergen;4'135;1'755;42.4;10;0;1'745;1'109;636;63.6
19;Aargau;4081;Widen;2'560;1'510;59;9;1;1'500;828;672;55.2
19;Aargau;4082;Wohlen (AG);8'444;3'867;45.8;17;1;3'849;2'087;1'762;54.2
19;Aargau;4083;Zufikon;2'981;1'602;53.7;10;0;1'592;851;741;53.5
19;Aargau;4084;Islisberg;444;250;56.3;1;0;249;143;106;57.4
19;Aargau;4091;Auenstein;1'185;635;53.6;3;0;632;358;274;56.6
19;Aargau;4092;Birr;1'999;833;41.7;1;0;832;475;357;57.1
19;Aargau;4093;Birrhard;533;258;48.4;0;0;258;167;91;64.7
19;Aargau;4094;B”zen;576;337;58.5;1;0;336;221;115;65.8
19;Aargau;4095;Brugg;7'656;3'996;52.2;22;0;3'974;1'801;2'173;45.3
19;Aargau;4096;Effingen;419;242;57.8;0;2;240;136;104;56.7
19;Aargau;4097;Elfingen;222;140;63.1;0;0;140;66;74;47.1
19;Aargau;4099;Habsburg;332;210;63.3;1;0;209;116;93;55.5
19;Aargau;4100;Hausen (AG);2'324;1'194;51.4;9;0;1'185;653;532;55.1
19;Aargau;4104;Lupfig;2'123;1'119;52.7;4;0;1'115;677;438;60.7
19;Aargau;4105;Mandach;236;131;55.5;0;0;131;78;53;59.5
19;Aargau;4106;M”nthal;289;154;53.3;0;0;154;104;50;67.5
19;Aargau;4107;Mlligen;701;341;48.6;2;0;339;174;165;51.3
19;Aargau;4110;Remigen;850;462;54.4;5;0;457;265;192;58
19;Aargau;4111;Riniken;972;510;52.5;6;1;503;270;233;53.7
19;Aargau;4112;Rfenach;623;338;54.3;2;0;336;165;171;49.1
19;Aargau;4117;Thalheim (AG);616;323;52.4;0;0;323;199;124;61.6
19;Aargau;4120;Veltheim (AG);1'013;488;48.2;3;1;484;289;195;59.7
19;Aargau;4121;Villigen;1'304;665;51;1;0;664;431;233;64.9
19;Aargau;4122;Villnachern;1'114;631;56.6;5;0;626;375;251;59.9
19;Aargau;4123;Windisch;4'495;2'304;51.3;17;0;2'287;928;1'359;40.6
19;Aargau;4124;B”zberg;1'221;621;50.9;3;0;618;357;261;57.8
19;Aargau;4125;Schinznach;1'613;898;55.7;10;0;888;472;416;53.2
19;Aargau;4131;Beinwil am See;2'385;1'253;52.5;7;0;1'246;700;546;56.2
19;Aargau;4132;Birrwil;884;481;54.4;1;0;480;285;195;59.4
19;Aargau;4133;Burg (AG);544;216;39.7;0;0;216;140;76;64.8
19;Aargau;4134;Drren„sch;912;477;52.3;3;0;474;330;144;69.6
19;Aargau;4135;Gontenschwil;1'464;641;43.8;4;0;637;455;182;71.4
19;Aargau;4136;Holziken;1'057;434;41.1;0;0;434;317;117;73
19;Aargau;4137;Leimbach (AG);353;163;46.2;0;0;163;107;56;65.6
19;Aargau;4138;Leutwil;570;317;55.6;1;0;316;225;91;71.2
19;Aargau;4139;Menziken;3'311;1'362;41.1;5;1;1'356;857;499;63.2
19;Aargau;4140;Oberkulm;1'726;809;46.9;2;0;807;519;288;64.3
19;Aargau;4141;Reinach (AG);4'399;1'805;41;3;1;1'801;1'227;574;68.1
19;Aargau;4142;Schlossrued;636;274;43.1;3;0;271;183;88;67.5
19;Aargau;4143;Schmiedrued;860;369;42.9;2;0;367;266;101;72.5
19;Aargau;4144;Sch”ftland;3'090;1'471;47.6;6;0;1'465;869;596;59.3
19;Aargau;4145;Teufenthal (AG);1'049;465;44.3;2;0;463;289;174;62.4
19;Aargau;4146;Unterkulm;1'964;842;42.9;3;1;838;545;293;65
19;Aargau;4147;Zetzwil;960;517;53.9;1;0;516;345;171;66.9
19;Aargau;4161;Eiken;1'472;594;40.4;5;0;589;364;225;61.8
19;Aargau;4163;Frick;3'446;1'639;47.6;10;0;1'629;877;752;53.8
19;Aargau;4164;Gansingen;773;439;56.8;1;0;438;242;196;55.3
19;Aargau;4165;Gipf-Oberfrick;2'621;1'657;63.2;20;1;1'636;816;820;49.9
19;Aargau;4166;Herznach;1'055;574;54.4;3;0;571;330;241;57.8
19;Aargau;4167;Hornussen;640;262;40.9;0;1;261;168;93;64.4
19;Aargau;4169;Kaisten;1'840;821;44.6;6;0;815;461;354;56.6
19;Aargau;4170;Laufenburg;1'987;1'012;50.9;7;0;1'005;544;461;54.1
19;Aargau;4172;Mnchwilen (AG);593;263;44.4;1;0;262;147;115;56.1
19;Aargau;4173;Oberhof;396;213;53.8;2;0;211;119;92;56.4
19;Aargau;4175;Oeschgen;711;327;46;3;0;324;192;132;59.3
19;Aargau;4176;Schwaderloch;432;182;42.1;0;0;182;120;62;65.9
19;Aargau;4177;Sisseln;980;394;40.2;2;0;392;248;144;63.3
19;Aargau;4179;Ueken;625;276;44.2;1;0;275;165;110;60
19;Aargau;4181;Wittnau;983;499;50.8;1;0;498;292;206;58.6
19;Aargau;4182;W”lflinswil;763;386;50.6;5;0;381;226;155;59.3
19;Aargau;4183;Zeihen;787;420;53.4;2;0;418;227;191;54.3
19;Aargau;4184;Mettauertal;1'456;720;49.5;6;0;714;429;285;60.1
19;Aargau;4191;Ammerswil;491;225;45.8;3;0;222;120;102;54.1
19;Aargau;4192;Boniswil;1'086;556;51.2;3;0;553;335;218;60.6
19;Aargau;4193;Brunegg;539;208;38.6;1;0;207;143;64;69.1
19;Aargau;4194;Dintikon;1'358;631;46.5;2;1;628;392;236;62.4
19;Aargau;4195;Egliswil;1'063;506;47.6;3;0;503;271;232;53.9
19;Aargau;4196;Fahrwangen;1'445;618;42.8;1;1;616;367;249;59.6
19;Aargau;4197;Hallwil;638;276;43.3;0;0;276;164;112;59.4
19;Aargau;4198;Hendschiken;860;362;42.1;1;0;361;199;162;55.1
19;Aargau;4199;Holderbank (AG);788;295;37.4;2;0;293;195;98;66.6
19;Aargau;4200;Hunzenschwil;2'358;911;38.6;0;4;907;563;344;62.1
19;Aargau;4201;Lenzburg;6'579;3'464;52.7;15;3;3'446;1'398;2'048;40.6
19;Aargau;4202;Meisterschwanden;2'111;1'087;51.5;5;0;1'082;654;428;60.4
19;Aargau;4203;M”riken-Wildegg;2'908;1'504;51.7;15;0;1'489;812;677;54.5
19;Aargau;4204;Niederlenz;2'707;1'278;47.2;7;0;1'271;645;626;50.7
19;Aargau;4205;Othmarsingen;1'774;764;43.1;4;0;760;462;298;60.8
19;Aargau;4206;Rupperswil;3'479;1'629;46.8;3;0;1'626;982;644;60.4
19;Aargau;4207;Schafisheim;1'954;981;50.2;4;0;977;560;417;57.3
19;Aargau;4208;Seengen;2'985;1'634;54.7;12;0;1'622;926;696;57.1
19;Aargau;4209;Seon;3'163;1'515;47.9;3;4;1'508;869;639;57.6
19;Aargau;4210;Staufen;2'669;1'439;53.9;11;0;1'428;707;721;49.5
19;Aargau;4221;Abtwil;638;306;48;2;1;303;178;125;58.7
19;Aargau;4222;Aristau;998;452;45.3;1;0;451;246;205;54.5
19;Aargau;4223;Auw;1'348;562;41.7;2;0;560;319;241;57
19;Aargau;4224;Beinwil (Freiamt);839;419;49.9;5;3;411;238;173;57.9
19;Aargau;4226;Besenbren;447;236;52.8;1;0;235;138;97;58.7
19;Aargau;4227;Bettwil;463;252;54.4;1;0;251;141;110;56.2
19;Aargau;4228;Boswil;1'869;793;42.4;4;0;789;486;303;61.6
19;Aargau;4229;Bnzen;766;398;52;2;0;396;233;163;58.8
19;Aargau;4230;Buttwil;871;445;51.1;1;0;444;231;213;52
19;Aargau;4231;Dietwil;878;406;46.2;2;0;404;247;157;61.1
19;Aargau;4232;Geltwil;152;75;49.3;0;0;75;47;28;62.7
19;Aargau;4233;Kallern;273;149;54.6;3;0;146;86;60;58.9
19;Aargau;4234;Merenschwand;2'356;1'179;50;5;0;1'174;643;531;54.8
19;Aargau;4235;Mhlau;811;392;48.3;0;0;392;212;180;54.1
19;Aargau;4236;Muri (AG);5'279;2'451;46.4;6;0;2'445;1'208;1'237;49.4
19;Aargau;4237;Oberrti;1'037;466;44.9;2;0;464;252;212;54.3
19;Aargau;4238;Rottenschwil;668;356;53.3;5;0;351;204;147;58.1
19;Aargau;4239;Sins;2'738;1'258;45.9;7;0;1'251;658;593;52.6
19;Aargau;4240;Waltenschwil;2'092;941;45;3;0;938;529;409;56.4
19;Aargau;4251;Hellikon;598;276;46.2;3;0;273;184;89;67.4
19;Aargau;4252;Kaiseraugst;3'234;1'395;43.1;5;6;1'384;801;583;57.9
19;Aargau;4253;Magden;2'656;1'465;55.2;10;0;1'455;771;684;53
19;Aargau;4254;M”hlin;6'760;2'827;41.8;16;1;2'810;1'591;1'219;56.6
19;Aargau;4255;Mumpf;882;356;40.4;0;0;356;216;140;60.7
19;Aargau;4256;Obermumpf;720;308;42.8;1;0;307;170;137;55.4
19;Aargau;4257;Olsberg;260;152;58.5;3;0;149;86;63;57.7
19;Aargau;4258;Rheinfelden;7'617;3'759;49.4;40;1;3'718;1'830;1'888;49.2
19;Aargau;4259;Schupfart;574;276;48.1;1;0;275;165;110;60
19;Aargau;4260;Stein (AG);1'609;747;46.4;5;0;742;487;255;65.6
19;Aargau;4261;Wallbach;1'396;685;49.1;6;0;679;382;297;56.3
19;Aargau;4262;Wegenstetten;768;343;44.7;0;0;343;217;126;63.3
19;Aargau;4263;Zeiningen;1'627;724;44.5;5;3;716;354;362;49.4
19;Aargau;4264;Zuzgen;633;281;44.4;2;0;279;155;124;55.6
19;Aargau;4271;Aarburg;4'038;1'706;42.2;11;0;1'695;972;723;57.3
19;Aargau;4273;Bottenwil;604;272;45;1;0;271;168;103;62
19;Aargau;4274;Brittnau;2'889;1'372;47.5;6;0;1'366;790;576;57.8
19;Aargau;4275;Kirchleerau;626;312;49.8;1;0;311;223;88;71.7
19;Aargau;4276;K”lliken;2'866;1'328;46.3;8;0;1'320;789;531;59.8
19;Aargau;4277;Moosleerau;647;294;45.4;1;0;293;204;89;69.6
19;Aargau;4279;Murgenthal;1'960;847;43.2;3;0;844;553;291;65.5
19;Aargau;4280;Oftringen;7'291;2'948;40.4;17;0;2'931;1'674;1'257;57.1
19;Aargau;4281;Reitnau;1'075;536;49.9;5;0;531;382;149;71.9
19;Aargau;4282;Rothrist;5'681;2'287;40.3;12;0;2'275;1'432;843;62.9
19;Aargau;4283;Safenwil;2'582;1'015;39.3;7;0;1'008;653;355;64.8
19;Aargau;4284;Staffelbach;903;372;41.2;1;0;371;268;103;72.2
19;Aargau;4285;Strengelbach;2'931;1'377;47;9;0;1'368;807;561;59
19;Aargau;4286;Uerkheim;1'018;469;46.1;7;0;462;314;148;68
19;Aargau;4287;Vordemwald;1'482;717;48.4;2;0;715;433;282;60.6
19;Aargau;4288;Wiliberg;137;83;60.6;0;0;83;58;25;69.9
19;Aargau;4289;Zofingen;8'129;4'346;53.5;28;1;4'317;1'868;2'449;43.3
19;Aargau;4301;Baldingen;197;102;51.8;1;0;101;60;41;59.4
19;Aargau;4302;B”bikon;125;74;59.2;1;0;73;37;36;50.7
19;Aargau;4303;B”ttstein;1'996;950;47.6;1;0;949;593;356;62.5
19;Aargau;4304;D”ttingen;2'042;906;44.4;1;0;905;558;347;61.7
19;Aargau;4305;Endingen;1'695;969;57.2;1;0;968;488;480;50.4
19;Aargau;4306;Fisibach;284;148;52.1;2;0;146;98;48;67.1
19;Aargau;4307;Full-Reuenthal;587;276;47;0;0;276;174;102;63
19;Aargau;4308;Kaiserstuhl;237;128;54;0;0;128;51;77;39.8
19;Aargau;4309;Klingnau;2'060;1'066;51.7;1;9;1'056;606;450;57.4
19;Aargau;4310;Koblenz;796;364;45.7;2;0;362;203;159;56.1
19;Aargau;4311;Leibstadt;750;384;51.2;1;0;383;264;119;68.9
19;Aargau;4312;Lengnau (AG);1'886;971;51.5;5;1;965;541;424;56.1
19;Aargau;4313;Leuggern;1'459;743;50.9;3;1;739;492;247;66.6
19;Aargau;4314;Mellikon;155;95;61.3;0;0;95;43;52;45.3
19;Aargau;4315;Rekingen (AG);523;265;50.7;2;1;262;161;101;61.5
19;Aargau;4316;Rietheim;409;219;53.5;0;0;219;120;99;54.8
19;Aargau;4317;Rmikon;196;109;55.6;0;0;109;61;48;56
19;Aargau;4318;Schneisingen;1'102;618;56.1;3;0;615;338;277;55
19;Aargau;4319;Siglistorf;427;227;53.2;0;0;227;151;76;66.5
19;Aargau;4320;Tegerfelden;808;387;47.9;2;0;385;227;158;59
19;Aargau;4322;Wislikofen;245;141;57.6;2;0;139;70;69;50.4
19;Aargau;4323;Bad Zurzach;2'301;1'227;53.3;8;0;1'219;667;552;54.7
20;Thurgau;4401;Arbon;8'258;3'360;40.7;22;64;3'274;1'731;1'543;52.9
20;Thurgau;4406;Dozwil;448;284;63.4;0;3;281;182;99;64.8
20;Thurgau;4411;Egnach;3'232;1'678;51.9;10;27;1'641;883;758;53.8
20;Thurgau;4416;Hefenhofen;893;407;45.6;5;9;393;226;167;57.5
20;Thurgau;4421;Horn;2'006;1'064;53;7;18;1'039;558;481;53.7
20;Thurgau;4426;Kesswil;663;362;54.6;4;2;356;181;175;50.8
20;Thurgau;4431;Roggwil (TG);2'297;1'107;48.2;5;25;1'077;581;496;53.9
20;Thurgau;4436;Romanshorn;6'445;2'980;46.2;28;46;2'906;1'481;1'425;51
20;Thurgau;4441;Salmsach;839;368;43.9;3;0;365;201;164;55.1
20;Thurgau;4446;Sommeri;419;218;52;1;6;211;128;83;60.7
20;Thurgau;4451;Uttwil;1'312;682;52;6;9;667;388;279;58.2
20;Thurgau;4461;Amriswil;7'867;3'428;43.6;25;51;3'352;1'892;1'460;56.4
20;Thurgau;4471;Bischofszell;3'543;1'624;45.8;15;20;1'589;809;780;50.9
20;Thurgau;4476;Erlen;2'182;974;44.6;7;6;961;580;381;60.4
20;Thurgau;4486;Hauptwil-Gottshaus;1'411;629;44.6;1;6;622;364;258;58.5
20;Thurgau;4495;Hohentannen;458;207;45.2;0;1;206;132;74;64.1
20;Thurgau;4501;Kradolf-Sch”nenberg;2'248;1'035;46;11;10;1'014;580;434;57.2
20;Thurgau;4506;Sulgen;2'365;1'114;47.1;6;17;1'091;655;436;60
20;Thurgau;4511;Zihlschlacht-Sitterdorf;1'682;787;46.8;5;30;752;448;304;59.6
20;Thurgau;4536;Basadingen-Schlattingen;1'246;658;52.8;5;21;632;386;246;61.1
20;Thurgau;4545;Diessenhofen;2'166;1'201;55.4;7;30;1'164;643;521;55.2
20;Thurgau;4546;Schlatt (TG);1'260;644;51.1;8;11;625;324;301;51.8
20;Thurgau;4551;Aadorf;6'249;2'965;47.4;14;50;2'901;1'614;1'287;55.6
20;Thurgau;4561;Felben-Wellhausen;1'825;898;49.2;8;22;868;502;366;57.8
20;Thurgau;4566;Frauenfeld;16'212;7'987;49.3;57;124;7'806;3'544;4'262;45.4
20;Thurgau;4571;Gachnang;3'018;1'447;47.9;11;53;1'383;762;621;55.1
20;Thurgau;4590;Httlingen;581;322;55.4;1;11;310;173;137;55.8
20;Thurgau;4591;Matzingen;1'798;766;42.6;8;21;737;421;316;57.1
20;Thurgau;4601;Neunforn;839;446;53.2;2;11;433;266;167;61.4
20;Thurgau;4606;Stettfurt;869;538;61.9;0;4;534;290;244;54.3
20;Thurgau;4611;Thundorf;1'080;523;48.4;15;1;507;260;247;51.3
20;Thurgau;4616;Uesslingen-Buch;823;451;54.8;0;2;449;243;206;54.1
20;Thurgau;4621;Warth-Weiningen;992;552;55.6;2;10;540;296;244;54.8
20;Thurgau;4641;Altnau;1'446;790;54.6;4;0;786;374;412;47.6
20;Thurgau;4643;Bottighofen;1'310;744;56.8;4;5;735;361;374;49.1
20;Thurgau;4646;Ermatingen;2'086;1'248;59.8;9;27;1'212;631;581;52.1
20;Thurgau;4651;Gottlieben;157;97;61.8;1;2;94;40;54;42.6
20;Thurgau;4656;Gttingen;1'072;618;57.6;3;9;606;334;272;55.1
20;Thurgau;4666;Kemmental;1'680;765;45.5;6;23;736;419;317;56.9
20;Thurgau;4671;Kreuzlingen;8'512;4'678;55;43;107;4'528;2'174;2'354;48
20;Thurgau;4681;Langrickenbach;880;414;47;3;9;402;242;160;60.2
20;Thurgau;4683;Lengwil;980;505;51.5;5;19;481;244;237;50.7
20;Thurgau;4691;Mnsterlingen;1'753;953;54.4;10;15;928;472;456;50.9
20;Thurgau;4696;T„gerwilen;2'482;1'186;47.8;7;35;1'144;563;581;49.2
20;Thurgau;4701;W„ldi;697;356;51.1;2;5;349;214;135;61.3
20;Thurgau;4711;Affeltrangen;1'689;832;49.3;7;24;801;503;298;62.8
20;Thurgau;4716;Bettwiesen;782;360;46;0;3;357;235;122;65.8
20;Thurgau;4721;Bichelsee-Balterswil;2'077;1'029;49.5;5;20;1'004;591;413;58.9
20;Thurgau;4723;Braunau;581;337;58;1;3;333;201;132;60.4
20;Thurgau;4724;Eschlikon;3'209;1'578;49.2;9;28;1'541;825;716;53.5
20;Thurgau;4726;Fischingen;2'042;958;46.9;2;12;944;563;381;59.6
20;Thurgau;4741;Lommis;860;426;49.5;0;9;417;268;149;64.3
20;Thurgau;4746;Mnchwilen (TG);3'595;1'562;43.4;11;32;1'519;861;658;56.7
20;Thurgau;4751;Rickenbach (TG);1'451;624;43;5;5;614;394;220;64.2
20;Thurgau;4756;Sch”nholzerswilen;585;299;51.1;3;0;296;190;106;64.2
20;Thurgau;4761;Sirnach;4'931;2'217;45;11;41;2'165;1'226;939;56.6
20;Thurgau;4776;Tobel-T„gerschen;1'051;474;45.1;1;7;466;276;190;59.2
20;Thurgau;4781;W„ngi;3'223;1'511;46.9;8;32;1'471;822;649;55.9
20;Thurgau;4786;Wilen (TG);1'677;846;50.4;3;4;839;436;403;52
20;Thurgau;4791;Wuppenau;789;417;52.9;0;8;409;229;180;56
20;Thurgau;4801;Berlingen;578;326;56.4;3;4;319;155;164;48.6
20;Thurgau;4806;Eschenz;1'218;635;52.1;4;18;613;336;277;54.8
20;Thurgau;4811;Herdern;778;439;56.4;2;5;432;226;206;52.3
20;Thurgau;4816;Homburg;1'098;542;49.4;2;0;540;337;203;62.4
20;Thurgau;4821;Httwilen;1'226;721;58.8;4;14;703;373;330;53.1
20;Thurgau;4826;Mammern;390;226;57.9;0;4;222;111;111;50
20;Thurgau;4831;Mllheim;1'976;917;46.4;6;41;870;509;361;58.5
20;Thurgau;4841;Pfyn;1'437;674;46.9;1;5;668;390;278;58.4
20;Thurgau;4846;Raperswilen;308;169;54.9;0;0;169;134;35;79.3
20;Thurgau;4851;Salenstein;874;489;55.9;0;2;487;260;227;53.4
20;Thurgau;4864;Steckborn;2'366;1'191;50.3;10;26;1'155;594;561;51.4
20;Thurgau;4871;Wagenhausen;1'110;559;50.4;4;18;537;266;271;49.5
20;Thurgau;4881;Amlikon-Bissegg;970;477;49.2;3;7;467;282;185;60.4
20;Thurgau;4891;Berg (TG);2'324;1'166;50.2;10;28;1'128;663;465;58.8
20;Thurgau;4901;Birwinken;919;505;55;4;8;493;285;208;57.8
20;Thurgau;4911;Brglen (TG);2'283;1'018;44.6;9;12;997;610;387;61.2
20;Thurgau;4921;Bussnang;1'634;774;47.4;6;0;768;488;280;63.5
20;Thurgau;4941;M„rstetten;1'961;1'004;51.2;5;15;984;533;451;54.2
20;Thurgau;4946;Weinfelden;7'372;3'678;49.9;19;29;3'630;1'735;1'895;47.8
20;Thurgau;4951;Wigoltingen;1'674;781;46.7;5;14;762;432;330;56.7
21;Ticino;5001;Arbedo-Castione;3'026;1'334;44.1;29;4;1'301;786;515;60.4
21;Ticino;5002;Bellinzona;27'116;11'306;41.7;179;38;11'089;6'426;4'663;57.9
21;Ticino;5003;Cadenazzo;1'457;562;38.6;11;3;548;353;195;64.4
21;Ticino;5009;Isone;314;135;43;0;1;134;110;24;82.1
21;Ticino;5010;Lumino;1'043;529;50.7;8;0;521;329;192;63.1
21;Ticino;5017;Sant'Antonino;1'571;678;43.2;6;2;670;453;217;67.6
21;Ticino;5048;Acquarossa;1'464;505;34.5;3;2;500;321;179;64.2
21;Ticino;5049;Blenio;1'428;548;38.4;10;0;538;357;181;66.4
21;Ticino;5050;Serravalle;1'867;736;39.4;9;5;722;500;222;69.3
21;Ticino;5061;Airolo;1'015;572;56.4;8;4;560;373;187;66.6
21;Ticino;5063;Bedretto;103;42;40.8;0;0;42;30;12;71.4
21;Ticino;5064;Bodio;452;192;42.5;2;2;188;122;66;64.9
21;Ticino;5071;Dalpe;155;86;55.5;2;0;84;48;36;57.1
21;Ticino;5072;Faido;2'077;983;47.3;20;2;961;633;328;65.9
21;Ticino;5073;Giornico;538;211;39.2;0;0;211;147;64;69.7
21;Ticino;5076;Personico;238;119;50;2;0;117;69;48;59
21;Ticino;5077;Pollegio;464;191;41.2;0;0;191;119;72;62.3
21;Ticino;5078;Prato (Leventina);275;143;52;3;4;136;91;45;66.9
21;Ticino;5079;Quinto;674;360;53.4;3;0;357;231;126;64.7
21;Ticino;5091;Ascona;3'636;1'751;48.2;33;1;1'717;1'038;679;60.5
21;Ticino;5096;Brione sopra Minusio;357;184;51.5;2;0;182;117;65;64.3
21;Ticino;5097;Brissago;1'293;620;48;4;1;615;398;217;64.7
21;Ticino;5108;Gordola;3'209;1'961;61.1;38;1;1'922;1'208;714;62.9
21;Ticino;5112;Lavertezzo;743;292;39.3;3;8;281;191;90;68
21;Ticino;5113;Locarno;9'398;3'927;41.8;43;21;3'863;2'294;1'569;59.4
21;Ticino;5115;Losone;4'393;1'961;44.6;14;23;1'924;1'207;717;62.7
21;Ticino;5117;Mergoscia;169;95;56.2;2;0;93;59;34;63.4
21;Ticino;5118;Minusio;4'876;2'344;48.1;34;16;2'294;1'339;955;58.4
21;Ticino;5120;Muralto;1'754;835;47.6;12;0;823;486;337;59.1
21;Ticino;5121;Orselina;552;306;55.4;5;2;299;163;136;54.5
21;Ticino;5125;Ronco sopra Ascona;415;210;50.6;2;0;208;119;89;57.2
21;Ticino;5131;Tenero-Contra;2'025;909;44.9;9;1;899;537;362;59.7
21;Ticino;5136;Onsernone;815;333;40.9;5;0;328;161;167;49.1
21;Ticino;5138;Cugnasco-Gerra;1'980;922;46.6;19;1;902;534;368;59.2
21;Ticino;5141;Agno;2'580;1'124;43.6;14;0;1'110;693;417;62.4
21;Ticino;5143;Aranno;264;117;44.3;0;0;117;63;54;53.8
21;Ticino;5144;Arogno;760;330;43.4;4;2;324;190;134;58.6
21;Ticino;5146;Astano;265;128;48.3;2;0;126;69;57;54.8
21;Ticino;5148;Bedano;1'037;500;48.2;8;2;490;318;172;64.9
21;Ticino;5149;Bedigliora;502;215;42.8;3;0;212;102;110;48.1
21;Ticino;5151;Bioggio;1'870;875;46.8;12;3;860;574;286;66.7
21;Ticino;5154;Bissone;520;240;46.2;6;0;234;144;90;61.5
21;Ticino;5160;Brusino Arsizio;351;165;47;2;1;162;104;58;64.2
21;Ticino;5161;Cademario;530;258;48.7;1;0;257;171;86;66.5
21;Ticino;5162;Cadempino;943;470;49.8;9;0;461;307;154;66.6
21;Ticino;5167;Canobbio;1'450;671;46.3;8;2;661;407;254;61.6
21;Ticino;5171;Caslano;2'705;1'299;48;14;0;1'285;793;492;61.7
21;Ticino;5176;Comano;1'489;843;56.6;21;0;822;481;341;58.5
21;Ticino;5178;Croglio;679;294;43.3;3;0;291;197;94;67.7
21;Ticino;5180;Cureglia;1'029;516;50.1;7;2;507;323;184;63.7
21;Ticino;5181;Curio;444;226;50.9;2;0;224;142;82;63.4
21;Ticino;5186;Grancia;289;140;48.4;3;0;137;101;36;73.7
21;Ticino;5187;Gravesano;906;399;44;11;0;388;279;109;71.9
21;Ticino;5189;Lamone;927;376;40.6;8;0;368;250;118;67.9
21;Ticino;5192;Lugano;34'607;15'318;44.3;149;131;15'038;8'833;6'205;58.7
21;Ticino;5193;Magliaso;1'111;521;46.9;13;1;507;321;186;63.3
21;Ticino;5194;Manno;872;471;54;3;3;465;299;166;64.3
21;Ticino;5195;Maroggia;390;195;50;1;0;194;124;70;63.9
21;Ticino;5196;Massagno;3'261;1'480;45.4;9;6;1'465;804;661;54.9
21;Ticino;5197;Melano;871;399;45.8;3;0;396;238;158;60.1
21;Ticino;5198;Melide;983;492;50.1;6;0;486;275;211;56.6
21;Ticino;5199;Mezzovico-Vira;955;460;48.2;5;1;454;305;149;67.2
21;Ticino;5200;Miglieglia;225;83;36.9;6;1;76;37;39;48.7
21;Ticino;5202;Monteggio;607;276;45.5;1;3;272;178;94;65.4
21;Ticino;5203;Morcote;399;203;50.9;1;0;202;110;92;54.5
21;Ticino;5205;Muzzano;586;306;52.2;3;0;303;173;130;57.1
21;Ticino;5206;Neggio;256;143;55.9;1;0;142;86;56;60.6
21;Ticino;5207;Novaggio;655;309;47.2;5;0;304;163;141;53.6
21;Ticino;5208;Origlio;1'043;574;55;8;2;564;336;228;59.6
21;Ticino;5210;Paradiso;1'674;716;42.8;6;6;704;446;258;63.4
21;Ticino;5212;Ponte Capriasca;1'315;677;51.5;7;1;669;396;273;59.2
21;Ticino;5213;Ponte Tresa;490;200;40.8;6;0;194;129;65;66.5
21;Ticino;5214;Porza;1'048;574;54.8;7;1;566;343;223;60.6
21;Ticino;5216;Pura;955;475;49.7;6;3;466;299;167;64.2
21;Ticino;5219;Rovio;567;296;52.2;6;2;288;188;100;65.3
21;Ticino;5221;Savosa;1'255;676;53.9;9;0;667;417;250;62.5
21;Ticino;5222;Sessa;500;265;53;6;4;255;145;110;56.9
21;Ticino;5225;Sorengo;1'091;581;53.3;7;0;574;317;257;55.2
21;Ticino;5226;Capriasca;5'086;2'457;48.3;49;9;2'399;1'335;1'064;55.6
21;Ticino;5227;Torricella-Taverne;1'845;848;46;13;0;835;520;315;62.3
21;Ticino;5230;Vernate;419;194;46.3;2;0;192;96;96;50
21;Ticino;5231;Vezia;1'215;573;47.2;10;0;563;322;241;57.2
21;Ticino;5233;Vico Morcote;215;103;47.9;0;0;103;57;46;55.3
21;Ticino;5236;Collina d'Oro;2'733;1'424;52.1;7;1;1'416;860;556;60.7
21;Ticino;5237;Alto Malcantone;1'105;528;47.8;9;2;517;283;234;54.7
21;Ticino;5238;Monteceneri;3'085;1'274;41.3;10;11;1'253;818;435;65.3
21;Ticino;5242;Balerna;2'150;977;45.4;14;0;963;570;393;59.2
21;Ticino;5249;Castel San Pietro;1'742;921;52.9;24;4;893;512;381;57.3
21;Ticino;5250;Chiasso;4'387;1'866;42.5;17;0;1'849;1'176;673;63.6
21;Ticino;5251;Coldrerio;2'107;980;46.5;12;0;968;617;351;63.7
21;Ticino;5254;Mendrisio;10'465;4'778;45.7;48;0;4'730;2'880;1'850;60.9
21;Ticino;5257;Morbio Inferiore;2'900;1'382;47.7;17;3;1'362;852;510;62.6
21;Ticino;5260;Novazzano;1'748;869;49.7;15;0;854;575;279;67.3
21;Ticino;5263;Riva San Vitale;1'886;863;45.8;8;4;851;526;325;61.8
21;Ticino;5266;Stabio;3'034;1'377;45.4;19;9;1'349;804;545;59.6
21;Ticino;5268;Vacallo;2'144;1'049;48.9;9;1;1'039;644;395;62
21;Ticino;5269;Breggia;1'596;754;47.2;4;0;750;454;296;60.5
